Job Titles,AI Impact,Tasks,Task Type,AI Models,Model Sophistication,AI Workload Ratio,Domain
Retail District Manager,0.1,1010,Complex,4280,Intermediate,0.235981308,Management & Administration
Retail Management,0.1,997,Routine,4246,Intermediate,0.234809232,General
Retail Manager,0.1,1009,Complex,4273,Intermediate,0.236133864,Management & Administration
Retail Store Manager,0.1,1013,Complex,4332,Intermediate,0.233841182,Management & Administration
Showroom Manager,0.1,1011,Complex,4346,Intermediate,0.232627704,Management & Administration
Store Director,0.1,915,Complex,3852,Intermediate,0.237538941,Management & Administration
Store Manager,0.1,920,Complex,4030,Intermediate,0.228287841,Management & Administration
Building Superintendent,0.1,850,Routine,3426,Intermediate,0.248102744,General
Civil Engineer,0.1,1005,Complex,3991,Intermediate,0.251816587,Engineering & Technology
Concrete Worker,0.1,463,Routine,1556,Intermediate,0.297557841,General
Construction Administrator,0.1,859,Routine,3253,Intermediate,0.264063941,General
Construction Assistant,0.1,639,Routine,2396,Intermediate,0.266694491,General
Construction Flagger,0.1,468,Routine,1615,Intermediate,0.289783282,General
Construction Helper,0.1,553,Routine,1976,Intermediate,0.2798583,General
Construction Project Engineer,0.1,981,Complex,3677,Intermediate,0.266793582,Engineering & Technology
Construction Superintendent,0.1,911,Routine,3427,Intermediate,0.265830172,General
Construction Technician,0.1,880,Routine,3156,Intermediate,0.278833967,Engineering & Technology
Director Of Construction,0.1,974,Complex,3598,Intermediate,0.270705948,Management & Administration
Director Of Facilities,0.1,959,Complex,3486,Intermediate,0.275100402,Management & Administration
Electrician Apprentice,0.1,459,Routine,1472,Basic,0.311820652,General
Glazier,0.1,400,Routine,1400,Basic,0.285714286,General
Highway Maintenance Worker,0.1,479,Routine,1697,Intermediate,0.282262817,General
Ironworker,0.1,348,Routine,1201,Basic,0.289758535,General
Roofer,0.1,90,Routine,318,Basic,0.283018868,General
Saw Filer,0.1,80,Routine,372,Basic,0.215053763,General
Insurance,0.1,831,Routine,3555,Intermediate,0.233755274,General
Medical Librarian,0.1,549,Routine,2812,Intermediate,0.195234708,General
Medication Aide,0.1,491,Routine,1951,Intermediate,0.251665812,General
Pharmacist Manager,0.1,526,Complex,1932,Intermediate,0.272256729,Management & Administration
Pharmacy Technician Instructor,0.1,544,Routine,2435,Intermediate,0.223408624,Education
Child Advocate,0.1,602,Routine,2522,Intermediate,0.238699445,General
Community Organizer,0.1,768,Routine,3063,Intermediate,0.250734574,General
Immigration Specialist,0.1,769,Complex,3186,Intermediate,0.241368487,General
Social Service,0.1,916,Routine,4142,Intermediate,0.221149203,General
Social Service Worker,0.1,908,Routine,4129,Intermediate,0.219907968,General
Youth Mentor,0.1,777,Routine,3037,Intermediate,0.255844583,General
Supply Chain Management,0.1,1073,Routine,4297,Intermediate,0.249709099,General
Athletic Coordinator,0.1,867,Routine,3709,Intermediate,0.233755729,General
Athletic Director,0.1,865,Complex,3729,Intermediate,0.231965674,Management & Administration
Certified Athletic Trainer,0.1,413,Routine,1860,Intermediate,0.222043011,General
Head Football Coach,0.1,629,Routine,3055,Intermediate,0.20589198,General
Naturalist,0.1,435,Routine,1738,Intermediate,0.250287687,General
Referee,0.1,299,Routine,1137,Basic,0.262972735,General
Umpire,0.1,376,Routine,1242,Basic,0.30273752,General
Author,0.1,1112,Routine,4724,Intermediate,0.235393734,General
Creative Writer,0.1,999,Routine,4356,Intermediate,0.229338843,General
Environment Artist,0.1,786,Routine,3918,Intermediate,0.200612557,General
Field Interviewer,0.1,976,Routine,4302,Intermediate,0.226871223,General
Game Master,0.1,987,Routine,4587,Intermediate,0.215173316,General
Grant Writer,0.1,1059,Routine,4670,Intermediate,0.226766595,General
Multimedia Journalist,0.1,998,Routine,4180,Intermediate,0.238755981,General
News Anchor,0.1,952,Routine,4053,Intermediate,0.234887737,General
News Photographer,0.1,913,Routine,3898,Intermediate,0.234222678,General
News Reporter,0.1,961,Routine,4104,Intermediate,0.234161793,General
Newspaper Reporter,0.1,950,Routine,4074,Intermediate,0.233186058,General
Photojournalist,0.1,931,Routine,3928,Intermediate,0.237016293,General
Proposal Writer,0.1,1229,Routine,5096,Intermediate,0.241169545,General
Radio Host,0.1,1123,Routine,4680,Intermediate,0.239957265,General
Report Writer,0.1,1252,Routine,5110,Intermediate,0.245009785,General
Reviewer,0.1,1217,Routine,4948,Intermediate,0.245957963,General
Speech Writer,0.1,1101,Routine,4636,Intermediate,0.237489215,General
Sports Anchor,0.1,1096,Routine,4512,Intermediate,0.242907801,General
Sports Reporter,0.1,1121,Routine,4583,Intermediate,0.244599607,General
Video Journalist,0.1,1215,Routine,5061,Intermediate,0.240071132,General
Desktop Publisher,0.1,1078,Routine,4877,Intermediate,0.221037523,General
Academic Dean,0.1,861,Routine,3610,Intermediate,0.238504155,General
Accounting Instructor,0.1,899,Routine,3715,Intermediate,0.241991925,Education
Admissions Officer,0.1,945,Routine,3930,Intermediate,0.240458015,General
Art Professor,0.1,1027,Routine,4408,Intermediate,0.232985481,General
Assistant Professor,0.1,933,Routine,3946,Intermediate,0.236441967,General
Associate Professor,0.1,930,Routine,3942,Intermediate,0.235920852,General
Biology Instructor,0.1,716,Routine,2975,Intermediate,0.240672269,Education
Business Teacher,0.1,843,Complex,3243,Intermediate,0.259944496,Education
Chemistry Professor,0.1,716,Routine,3008,Intermediate,0.238031915,General
College Instructor,0.1,814,Routine,3258,Intermediate,0.249846532,Education
Engineering Teacher,0.1,928,Complex,3666,Intermediate,0.253136934,Education
Faculty,0.1,826,Routine,3475,Intermediate,0.237697842,General
Finance Professor,0.1,962,Routine,3977,Intermediate,0.241890873,General
High School Counselor,0.1,799,Routine,3544,Intermediate,0.225451467,General
Law Professor,0.1,742,Routine,3222,Intermediate,0.230291744,General
Lead Teacher,0.1,795,Complex,3359,Intermediate,0.236677583,Education
Lecturer,0.1,816,Routine,3417,Intermediate,0.23880597,General
Long Term Substitute Teacher,0.1,726,Complex,3219,Intermediate,0.225535881,Education
Math Teacher,0.1,536,Complex,2215,Intermediate,0.241986456,Education
Preschool Assistant,0.1,666,Routine,2732,Intermediate,0.243777452,General
Professor,0.1,689,Routine,3062,Intermediate,0.225016329,General
School Counselor,0.1,725,Routine,2699,Intermediate,0.268618007,General
School Psychologist,0.1,644,Routine,2506,Intermediate,0.25698324,General
School Teacher,0.1,707,Complex,2791,Intermediate,0.253314224,Education
Spanish Tutor,0.1,589,Routine,2853,Intermediate,0.206449352,Education
Special Education Teacher,0.1,697,Complex,2903,Intermediate,0.240096452,Education
Special Educator,0.1,683,Routine,2612,Intermediate,0.261485452,General
Student Assistant,0.1,798,Routine,3792,Intermediate,0.210443038,General
Student Mentor,0.1,817,Routine,3663,Intermediate,0.223041223,General
Teacher Aide,0.1,768,Complex,3642,Intermediate,0.210873147,Education
Teacher Assistant,0.1,772,Complex,3651,Intermediate,0.211448918,Education
Teachers Aide,0.1,767,Complex,3639,Intermediate,0.21077219,Education
Teaching Assistant,0.1,772,Routine,3674,Intermediate,0.210125204,General
Actor,0.1,742,Routine,3160,Intermediate,0.234810127,General
Art Handler,0.1,694,Routine,3025,Intermediate,0.229421488,General
Artist,0.1,970,Routine,4370,Intermediate,0.221967963,General
Choir Director,0.1,517,Complex,1867,Intermediate,0.276914837,Management & Administration
Church Musician,0.1,507,Routine,1876,Intermediate,0.270255864,General
Comic,0.1,757,Routine,2927,Intermediate,0.25862658,General
Copy Writer,0.1,1070,Routine,4414,Intermediate,0.242410512,General
Dancer,0.1,537,Routine,2015,Intermediate,0.266501241,General
Entertainment Writer,0.1,1082,Routine,4477,Intermediate,0.241679696,General
Gamer,0.1,826,Routine,3837,Intermediate,0.215272348,General
Interior Design Assistant,0.1,716,Routine,3344,Intermediate,0.214114833,General
Makeup Artist,0.1,540,Routine,2932,Intermediate,0.184174625,General
Music Director,0.1,429,Complex,1648,Intermediate,0.260315534,Management & Administration
Promoter,0.1,998,Routine,4516,Intermediate,0.220992028,General
Recreation Coordinator,0.1,771,Routine,3608,Intermediate,0.213691796,General
Recreation Director,0.1,758,Complex,3594,Intermediate,0.210907067,Management & Administration
Scenic Artist,0.1,411,Routine,2217,Intermediate,0.185385656,General
Talent Director,0.1,1233,Complex,5283,Intermediate,0.233390119,Management & Administration
Theatre,0.1,686,Routine,3196,Intermediate,0.214643304,General
Woodworker,0.1,278,Routine,1408,Basic,0.197443182,General
Acupuncturist,0.1,172,Routine,687,Basic,0.250363901,General
Audiologist,0.1,315,Routine,1312,Basic,0.240091463,General
Clinical Psychologist,0.1,377,Routine,1547,Intermediate,0.243697479,General
Crna,0.1,258,Routine,1072,Basic,0.240671642,General
Dermatologist,0.1,269,Routine,1143,Basic,0.235345582,General
Doula,0.1,267,Routine,1205,Basic,0.221576763,General
Endocrinologist,0.1,315,Routine,1321,Basic,0.238455715,General
Gastroenterologist,0.1,430,Routine,1784,Intermediate,0.24103139,General
General Surgeon,0.1,418,Routine,1844,Intermediate,0.226681128,General
Gynecologist,0.1,421,Routine,1739,Intermediate,0.242093157,General
Hospitalist,0.1,434,Routine,1789,Intermediate,0.242593628,General
Immunologist,0.1,455,Routine,1815,Intermediate,0.250688705,General
Medical Doctor,0.1,472,Routine,1673,Intermediate,0.282127914,Healthcare
Mental Health Clinician,0.1,614,Routine,2293,Intermediate,0.267771478,General
Mental Health Counselor,0.1,614,Routine,2289,Intermediate,0.268239406,General
Mental Health Professional,0.1,603,Routine,2304,Intermediate,0.26171875,General
Mental Health Specialist,0.1,606,Complex,2287,Intermediate,0.264975951,General
Mental Health Technician,0.1,587,Routine,2206,Intermediate,0.266092475,Engineering & Technology
Mental Health Therapist,0.1,599,Routine,2236,Intermediate,0.267889088,General
Pool Attendant,0.1,157,Routine,700,Basic,0.224285714,General
Sommelier,0.1,299,Routine,1202,Basic,0.24875208,General
Wait Staff,0.1,537,Routine,2383,Intermediate,0.225346202,General
Waiter,0.1,538,Routine,2459,Intermediate,0.218788125,General
Waitress,0.1,538,Routine,2475,Intermediate,0.217373737,General
Babysitter,0.1,305,Routine,1208,Basic,0.252483444,General
Child Care Assistant,0.1,424,Routine,1785,Intermediate,0.237535014,General
Classroom Aide,0.1,454,Routine,1797,Intermediate,0.252643294,General
Day Camp Counselor,0.1,416,Routine,1577,Intermediate,0.26379201,General
Homemaker,0.1,459,Routine,2238,Intermediate,0.205093834,General
Live In Caregiver,0.1,500,Routine,2383,Intermediate,0.209819555,General
Cop,0.1,392,Routine,1527,Intermediate,0.256712508,General
Deployment Technician,0.1,900,Routine,3637,Intermediate,0.247456695,Engineering & Technology
Federal Air Marshal,0.1,397,Routine,1560,Intermediate,0.254487179,General
Firefighter,0.1,378,Routine,1449,Basic,0.260869565,General
Fireman,0.1,352,Routine,1319,Basic,0.26686884,General
Forest Firefighter,0.1,372,Routine,1480,Basic,0.251351351,General
Gate Guard,0.1,362,Routine,1630,Intermediate,0.22208589,General
Hot Shot,0.1,393,Routine,1693,Intermediate,0.23213231,General
K9 Handler,0.1,354,Routine,1600,Intermediate,0.22125,General
Military Police,0.1,541,Routine,1705,Intermediate,0.317302053,General
Military Police Officer,0.1,541,Routine,1705,Intermediate,0.317302053,General
Officer,0.1,530,Routine,1687,Intermediate,0.314167161,General
Parole Officer,0.1,549,Routine,2000,Intermediate,0.2745,General
Peace Officer,0.1,532,Routine,1925,Intermediate,0.276363636,General
Police Chief,0.1,559,Routine,1991,Intermediate,0.280763435,General
Police Officer,0.1,546,Routine,1959,Intermediate,0.278713629,General
Special Police Officer,0.1,255,Routine,1044,Basic,0.244252874,General
CTO,0.1,1155,Routine,4542,Intermediate,0.254293263,General
Information Manager,0.1,1156,Complex,4626,Intermediate,0.249891915,Management & Administration
Information Security Officer,0.1,1131,Routine,4569,Intermediate,0.247537754,General
Information Systems Manager,0.1,1165,Complex,4626,Intermediate,0.251837441,Management & Administration
It Director,0.1,1161,Complex,4620,Intermediate,0.251298701,Management & Administration
It Manager,0.1,1161,Complex,4609,Intermediate,0.25189846,Management & Administration
Noc Manager,0.1,620,Complex,2505,Intermediate,0.24750499,Management & Administration
Program Supervisor,0.1,864,Routine,4093,Intermediate,0.211092108,General
Service Desk Manager,0.1,987,Complex,4376,Intermediate,0.225548446,Management & Administration
Technical Program Manager,0.1,1248,Complex,5196,Intermediate,0.240184758,Management & Administration
Technical Services Manager,0.1,1249,Complex,5254,Intermediate,0.237723639,Management & Administration
Aba Therapist,0.1,379,Routine,1898,Intermediate,0.199683878,General
Art Therapist,0.1,500,Routine,2315,Intermediate,0.215982721,General
Behavior Interventionist,0.1,489,Routine,2323,Intermediate,0.210503659,General
Mental Health Associate,0.1,607,Routine,2280,Intermediate,0.26622807,General
Recreation Therapist,0.1,602,Routine,2437,Intermediate,0.247025031,General
Recreational Therapist,0.1,599,Routine,2411,Intermediate,0.248444629,General
Rehabilitation Specialist,0.1,565,Complex,2253,Intermediate,0.250776742,General
Rehabilitation Therapist,0.1,565,Routine,2267,Intermediate,0.249228055,General
Academic Administrator,0.1,858,Routine,3596,Intermediate,0.238598443,General
Commercial Real Estate Appraiser,0.1,589,Routine,2321,Intermediate,0.253769927,General
Estate Manager,0.1,761,Complex,3620,Intermediate,0.210220994,Management & Administration
Real Estate Analyst,0.1,722,Complex,3348,Intermediate,0.215651135,Business & Consulting
Residential Appraiser,0.1,540,Routine,2541,Intermediate,0.212514758,General
Model Maker,0.1,445,Routine,1839,Intermediate,0.241979337,General
Spa Coordinator,0.1,631,Routine,2500,Intermediate,0.2524,General
Tailor,0.1,289,Routine,1206,Basic,0.239635158,General
Clinical Documentation Specialist,0.1,775,Complex,3049,Intermediate,0.254181699,General
Clinical Scientist,0.1,551,Routine,2332,Intermediate,0.236277873,General
Contact Tracer,0.1,711,Routine,3020,Intermediate,0.235430464,General
Cultivator,0.1,275,Routine,1104,Basic,0.249094203,General
Forester,0.1,549,Routine,2492,Intermediate,0.220304976,General
Library Page,0.1,792,Routine,3156,Intermediate,0.25095057,General
Marine Biologist,0.1,431,Routine,2053,Intermediate,0.209936678,General
Nuclear Physicist,0.1,492,Routine,2175,Intermediate,0.226206897,General
Organizational Psychologist,0.1,516,Routine,2072,Intermediate,0.249034749,General
Park Naturalist,0.1,458,Routine,1818,Intermediate,0.251925193,General
Physicist,0.1,523,Routine,2359,Intermediate,0.221704112,General
Public Health Analyst,0.1,852,Complex,3587,Intermediate,0.237524394,Business & Consulting
Research Psychologist,0.1,858,Routine,3432,Intermediate,0.25,General
Social Scientist,0.1,856,Routine,3574,Intermediate,0.239507555,General
Banker,0.1,994,Routine,4020,Intermediate,0.247263682,General
Branch Manager,0.1,945,Complex,3786,Intermediate,0.249603803,Management & Administration
Director Of Accounting,0.1,834,Complex,3310,Intermediate,0.251963746,Management & Administration
Finance Director,0.1,1094,Complex,4639,Intermediate,0.235826687,Management & Administration
Finance Executive,0.1,1081,Routine,4390,Intermediate,0.246241458,General
Inventory Manager,0.1,981,Complex,4104,Intermediate,0.239035088,Management & Administration
Investment Consultant,0.1,907,Complex,3642,Intermediate,0.24903899,Business & Consulting
Lead Auditor,0.1,807,Routine,3228,Intermediate,0.25,General
Management Accountant,0.1,747,Routine,2895,Intermediate,0.258031088,General
Mortgage Consultant,0.1,713,Complex,2914,Intermediate,0.244680851,Business & Consulting
Options Trader,0.1,629,Routine,2631,Intermediate,0.239072596,General
Payroll Consultant,0.1,686,Complex,2912,Intermediate,0.235576923,Business & Consulting
Personal Banker,0.1,655,Routine,2494,Intermediate,0.262630313,General
Private Banker,0.1,763,Routine,3501,Intermediate,0.217937732,General
Project Accountant,0.1,911,Routine,3889,Intermediate,0.23425045,General
Proprietary Trader,0.1,765,Routine,3470,Intermediate,0.220461095,General
Regional Account Manager,0.1,930,Complex,3842,Intermediate,0.242061426,Management & Administration
Reimbursement Manager,0.1,740,Complex,3078,Intermediate,0.240415854,Management & Administration
Relationship Banker,0.1,795,Routine,3364,Intermediate,0.236325803,General
Senior Account Manager,0.1,886,Complex,3793,Intermediate,0.233588189,Management & Administration
