Job Titles,AI Impact,Tasks,AI Models,AI Workload Ratio,Domain
Speech Writer,0.10,1101,4636,0.237489215,Leadership & Strategy
Sports Anchor,0.10,1096,4512,0.242907801,Medical & Healthcare
Sports Reporter,0.10,1121,4583,0.244599607,Supply Chain & Logistics
Video Journalist,0.10,1215,5061,0.240071132,Law Enforcement
Desktop Publisher,0.10,1078,4877,0.221037523,Construction
Academic Dean,0.10,861,3610,0.238504155,Sales & Marketing
Accounting Instructor,0.10,899,3715,0.241991925,Hospitality
Admissions Officer,0.10,945,3930,0.240458015,Communication & PR
Art Professor,0.10,1027,4408,0.232985481,Data & IT
Assistant Professor,0.10,933,3946,0.236441967,Administrative & Clerical
Associate Professor,0.10,930,3942,0.235920852,Leadership & Strategy
Biology Instructor,0.10,716,2975,0.240672269,Medical & Healthcare
Business Teacher,0.10,843,3243,0.259944496,Supply Chain & Logistics
Chemistry Professor,0.10,716,3008,0.238031915,Law Enforcement
College Instructor,0.10,814,3258,0.249846532,Construction
Engineering Teacher,0.10,928,3666,0.253136934,Sales & Marketing
Faculty,0.10,826,3475,0.237697842,Hospitality
Finance Professor,0.10,962,3977,0.241890873,Communication & PR
High School Counselor,0.10,799,3544,0.225451467,Data & IT
Law Professor,0.10,742,3222,0.230291744,Administrative & Clerical
Lead Teacher,0.10,795,3359,0.236677583,Leadership & Strategy
Lecturer,0.10,816,3417,0.23880597,Medical & Healthcare
Long Term Substitute Teacher,0.10,726,3219,0.225535881,Supply Chain & Logistics
Math Teacher,0.10,536,2215,0.241986456,Law Enforcement
Preschool Assistant,0.10,666,2732,0.243777452,Construction
Professor,0.10,689,3062,0.225016329,Sales & Marketing
School Counselor,0.10,725,2699,0.268618007,Hospitality
School Psychologist,0.10,644,2506,0.25698324,Communication & PR
School Teacher,0.10,707,2791,0.253314224,Data & IT
Spanish Tutor,0.10,589,2853,0.206449352,Administrative & Clerical
Special Education Teacher,0.10,697,2903,0.240096452,Leadership & Strategy
Special Educator,0.10,683,2612,0.261485452,Medical & Healthcare
Student Assistant,0.10,798,3792,0.210443038,Supply Chain & Logistics
Student Mentor,0.10,817,3663,0.223041223,Law Enforcement
Teacher Aide,0.10,768,3642,0.210873147,Construction
Teacher Assistant,0.10,772,3651,0.211448918,Sales & Marketing
Teachers Aide,0.10,767,3639,0.21077219,Hospitality
Teaching Assistant,0.10,772,3674,0.210125204,Communication & PR
Actor,0.10,742,3160,0.234810127,Data & IT
Art Handler,0.10,694,3025,0.229421488,Administrative & Clerical
Artist,0.10,970,4370,0.221967963,Leadership & Strategy
Choir Director,0.10,517,1867,0.276914837,Medical & Healthcare
Church Musician,0.10,507,1876,0.270255864,Supply Chain & Logistics
Comic,0.10,757,2927,0.25862658,Law Enforcement
Copy Writer,0.10,1070,4414,0.242410512,Construction
Dancer,0.10,537,2015,0.266501241,Sales & Marketing
Entertainment Writer,0.10,1082,4477,0.241679696,Hospitality
Gamer,0.10,826,3837,0.215272348,Communication & PR
Interior Design Assistant,0.10,716,3344,0.214114833,Data & IT
Makeup Artist,0.10,540,2932,0.184174625,Administrative & Clerical
Music Director,0.10,429,1648,0.260315534,Leadership & Strategy
Promoter,0.10,998,4516,0.220992028,Medical & Healthcare
Recreation Coordinator,0.10,771,3608,0.213691796,Supply Chain & Logistics
Recreation Director,0.10,758,3594,0.210907067,Law Enforcement
Scenic Artist,0.10,411,2217,0.185385656,Construction
Talent Director,0.10,1233,5283,0.233390119,Sales & Marketing
Theatre,0.10,686,3196,0.214643304,Hospitality
Woodworker,0.10,278,1408,0.197443182,Communication & PR
Acupuncturist,0.10,172,687,0.250363901,Data & IT
Audiologist,0.10,315,1312,0.240091463,Administrative & Clerical
Clinical Psychologist,0.10,377,1547,0.243697479,Leadership & Strategy
Crna,0.10,258,1072,0.240671642,Medical & Healthcare
Dermatologist,0.10,269,1143,0.235345582,Supply Chain & Logistics
Doula,0.10,267,1205,0.221576763,Law Enforcement
Endocrinologist,0.10,315,1321,0.238455715,Construction
Gastroenterologist,0.10,430,1784,0.24103139,Sales & Marketing
General Surgeon,0.10,418,1844,0.226681128,Hospitality
Gynecologist,0.10,421,1739,0.242093157,Communication & PR
Hospitalist,0.10,434,1789,0.242593628,Data & IT
Immunologist,0.10,455,1815,0.250688705,Administrative & Clerical
Medical Doctor,0.10,472,1673,0.282127914,Leadership & Strategy
Mental Health Clinician,0.10,614,2293,0.267771478,Medical & Healthcare
Mental Health Counselor,0.10,614,2289,0.268239406,Supply Chain & Logistics
Mental Health Professional,0.10,603,2304,0.26171875,Law Enforcement
Mental Health Specialist,0.10,606,2287,0.264975951,Construction
Mental Health Technician,0.10,587,2206,0.266092475,Sales & Marketing
Mental Health Therapist,0.10,599,2236,0.267889088,Hospitality
Pool Attendant,0.10,157,700,0.224285714,Communication & PR
Sommelier,0.10,299,1202,0.24875208,Data & IT
Wait Staff,0.10,537,2383,0.225346202,Administrative & Clerical
Waiter,0.10,538,2459,0.218788125,Leadership & Strategy
Waitress,0.10,538,2475,0.217373737,Medical & Healthcare
Babysitter,0.10,305,1208,0.252483444,Supply Chain & Logistics
Child Care Assistant,0.10,424,1785,0.237535014,Law Enforcement
Classroom Aide,0.10,454,1797,0.252643294,Construction
Day Camp Counselor,0.10,416,1577,0.26379201,Sales & Marketing
Homemaker,0.10,459,2238,0.205093834,Hospitality
Live In Caregiver,0.10,500,2383,0.209819555,Communication & PR
Cop,0.10,392,1527,0.256712508,Data & IT
Deployment Technician,0.10,900,3637,0.247456695,Administrative & Clerical
Federal Air Marshal,0.10,397,1560,0.254487179,Leadership & Strategy
Firefighter,0.10,378,1449,0.260869565,Medical & Healthcare
Fireman,0.10,352,1319,0.26686884,Supply Chain & Logistics
Forest Firefighter,0.10,372,1480,0.251351351,Law Enforcement
Gate Guard,0.10,362,1630,0.22208589,Construction
Hot Shot,0.10,393,1693,0.23213231,Sales & Marketing
K9 Handler,0.10,354,1600,0.22125,Hospitality
Military Police,0.10,541,1705,0.317302053,Communication & PR
Military Police Officer,0.10,541,1705,0.317302053,Data & IT
Officer,0.10,530,1687,0.314167161,Administrative & Clerical
Parole Officer,0.10,549,2000,0.2745,Leadership & Strategy
Peace Officer,0.10,532,1925,0.276363636,Medical & Healthcare
Police Chief,0.10,559,1991,0.280763435,Supply Chain & Logistics
Police Officer,0.10,546,1959,0.278713629,Law Enforcement
Special Police Officer,0.10,255,1044,0.244252874,Construction
CTO,0.10,1155,4542,0.254293263,Sales & Marketing
Information Manager,0.10,1156,4626,0.249891915,Hospitality
Information Security Officer,0.10,1131,4569,0.247537754,Communication & PR
Information Systems Manager,0.10,1165,4626,0.251837441,Data & IT
It Director,0.10,1161,4620,0.251298701,Administrative & Clerical
It Manager,0.10,1161,4609,0.25189846,Leadership & Strategy
Noc Manager,0.10,620,2505,0.24750499,Medical & Healthcare
Program Supervisor,0.10,864,4093,0.211092108,Supply Chain & Logistics
Service Desk Manager,0.10,987,4376,0.225548446,Law Enforcement
Technical Program Manager,0.10,1248,5196,0.240184758,Construction
Technical Services Manager,0.10,1249,5254,0.237723639,Sales & Marketing
Aba Therapist,0.10,379,1898,0.199683878,Hospitality
Art Therapist,0.10,500,2315,0.215982721,Communication & PR
Behavior Interventionist,0.10,489,2323,0.210503659,Data & IT
Mental Health Associate,0.10,607,2280,0.26622807,Administrative & Clerical
Recreation Therapist,0.10,602,2437,0.247025031,Leadership & Strategy
Recreational Therapist,0.10,599,2411,0.248444629,Medical & Healthcare
Rehabilitation Specialist,0.10,565,2253,0.250776742,Supply Chain & Logistics
Rehabilitation Therapist,0.10,565,2267,0.249228055,Law Enforcement
Academic Administrator,0.10,858,3596,0.238598443,Construction
Commercial Real Estate Appraiser,0.10,589,2321,0.253769927,Sales & Marketing
Estate Manager,0.10,761,3620,0.210220994,Hospitality
Real Estate Analyst,0.10,722,3348,0.215651135,Communication & PR
Residential Appraiser,0.10,540,2541,0.212514758,Data & IT
Model Maker,0.10,445,1839,0.241979337,Administrative & Clerical
Spa Coordinator,0.10,631,2500,0.2524,Leadership & Strategy
Tailor,0.10,289,1206,0.239635158,Medical & Healthcare
Clinical Documentation Specialist,0.10,775,3049,0.254181699,Supply Chain & Logistics
Clinical Scientist,0.10,551,2332,0.236277873,Law Enforcement
Contact Tracer,0.10,711,3020,0.235430464,Construction
Cultivator,0.10,275,1104,0.249094203,Sales & Marketing
Forester,0.10,549,2492,0.220304976,Hospitality
Library Page,0.10,792,3156,0.25095057,Communication & PR
Marine Biologist,0.10,431,2053,0.209936678,Data & IT
Nuclear Physicist,0.10,492,2175,0.226206897,Administrative & Clerical
Organizational Psychologist,0.10,516,2072,0.249034749,Leadership & Strategy
Park Naturalist,0.10,458,1818,0.251925193,Medical & Healthcare
Physicist,0.10,523,2359,0.221704112,Supply Chain & Logistics
Public Health Analyst,0.10,852,3587,0.237524394,Law Enforcement
Research Psychologist,0.10,858,3432,0.25,Construction
Social Scientist,0.10,856,3574,0.239507555,Sales & Marketing
Banker,0.10,994,4020,0.247263682,Hospitality
Branch Manager,0.10,945,3786,0.249603803,Communication & PR
Director Of Accounting,0.10,834,3310,0.251963746,Data & IT
Finance Director,0.10,1094,4639,0.235826687,Administrative & Clerical
Finance Executive,0.10,1081,4390,0.246241458,Leadership & Strategy
Inventory Manager,0.10,981,4104,0.239035088,Medical & Healthcare
Investment Consultant,0.10,907,3642,0.24903899,Supply Chain & Logistics
Lead Auditor,0.10,807,3228,0.25,Law Enforcement
Management Accountant,0.10,747,2895,0.258031088,Construction
Mortgage Consultant,0.10,713,2914,0.244680851,Sales & Marketing
Options Trader,0.10,629,2631,0.239072596,Hospitality
Payroll Consultant,0.10,686,2912,0.235576923,Communication & PR
Personal Banker,0.10,655,2494,0.262630313,Data & IT
Private Banker,0.10,763,3501,0.217937732,Administrative & Clerical
Project Accountant,0.10,911,3889,0.23425045,Leadership & Strategy
Proprietary Trader,0.10,765,3470,0.220461095,Medical & Healthcare
Regional Account Manager,0.10,930,3842,0.242061426,Supply Chain & Logistics
Reimbursement Manager,0.10,740,3078,0.240415854,Law Enforcement
Relationship Banker,0.10,795,3364,0.236325803,Construction
Senior Account Manager,0.10,886,3793,0.233588189,Sales & Marketing
Senior Accountant,0.10,765,3249,0.235457064,Hospitality
Senior Finance Manager,0.10,781,3525,0.221560284,Communication & PR
Geriatric Nursing Assistant,0.10,447,2173,0.205706397,Data & IT
Assistant General Manager,0.10,981,4034,0.243182945,Administrative & Clerical
Business Operations Specialist,0.10,1110,4335,0.256055363,Leadership & Strategy
Clinical Manager,0.10,674,2864,0.235335196,Medical & Healthcare
Real Estate Sales Agent,0.10,959,4017,0.238735375,Supply Chain & Logistics
Community Association Manager,0.10,895,3746,0.238921516,Law Enforcement
Presenter,0.10,1017,4474,0.227313366,Construction
Forestry Technician,0.10,270,854,0.316159251,Sales & Marketing
Grounds Manager,0.10,351,1301,0.269792467,Hospitality
Office Administrator,0.10,1034,4099,0.252256648,Communication & PR
Information Technology Director,0.10,1070,4155,0.257521059,Data & IT
Assistant Dean,0.10,906,3780,0.23968254,Administrative & Clerical
Associate Dean,0.10,905,3782,0.23929138,Leadership & Strategy
Dean,0.10,903,3756,0.240415335,Medical & Healthcare
Gardener,0.10,229,911,0.251372119,Supply Chain & Logistics
Business Leader,0.10,1080,4260,0.253521127,Law Enforcement
Peer Mentor,0.10,647,3001,0.215594802,Construction
Artistic Director,0.10,1125,5016,0.224282297,Sales & Marketing
Design Director,0.10,1076,4738,0.227100042,Hospitality
Sailing Instructor,0.10,361,1629,0.221608349,Communication & PR
Personal Care Worker,0.10,260,929,0.279870829,Data & IT
Academic Director,0.10,939,3837,0.244722439,Administrative & Clerical
Chief Technology Officer,0.10,1097,4185,0.262126643,Leadership & Strategy
Food Handler,0.10,347,1160,0.299137931,Medical & Healthcare
Plant Manager,0.10,522,2157,0.242002782,Supply Chain & Logistics
Power Plant Operator,0.10,290,1281,0.226385636,Law Enforcement
Project Engineering Manager,0.10,685,2876,0.238178025,Construction
Reactor Operator,0.10,216,1120,0.192857143,Sales & Marketing
Vp Of Engineering,0.10,1090,4331,0.251673978,Hospitality
Wastewater Treatment Operator,0.10,333,1509,0.220675944,Communication & PR
Water Treatment Plant Operator,0.10,330,1512,0.218253968,Data & IT
Manager Trainee,0.10,1040,4010,0.259351621,Administrative & Clerical
Office,0.10,714,3367,0.212058212,Leadership & Strategy
Office Worker,0.10,750,3441,0.217959895,Medical & Healthcare
Summer Associate,0.10,501,2296,0.218205575,Supply Chain & Logistics
Air Traffic Controller,0.10,372,1553,0.239536381,Law Enforcement
Bus Monitor,0.10,439,1774,0.24746336,Construction
Fleet Administrator,0.10,805,3168,0.254103535,Sales & Marketing
Fleet Manager,0.10,802,3163,0.25355675,Hospitality
Flight Attendant,0.10,409,1541,0.26541207,Communication & PR
Ordinary Seaman,0.10,193,998,0.193386774,Data & IT
Passenger Service Agent,0.10,382,1900,0.201052632,Administrative & Clerical
Ramp Agent,0.10,313,1451,0.215713301,Leadership & Strategy
Steward,0.10,374,1839,0.203371397,Medical & Healthcare
Terminal Manager,0.10,806,3428,0.23512252,Supply Chain & Logistics
Toll Collector,0.10,214,1074,0.199255121,Law Enforcement
Beach Attendant,0.10,448,1577,0.284083703,Construction
Bellhop,0.10,447,1642,0.272228989,Sales & Marketing
Bellman,0.10,447,1642,0.272228989,Hospitality
Busboy,0.10,411,1533,0.268101761,Communication & PR
Busser,0.10,421,1614,0.260842627,Data & IT
Concierge,0.10,961,4145,0.231845597,Administrative & Clerical
Dietary Aide,0.10,749,3220,0.232608696,Leadership & Strategy
Doorman,0.10,443,1559,0.284156511,Medical & Healthcare
Hospice Chaplain,0.10,371,1476,0.251355014,Supply Chain & Logistics
Pharmaceutical,0.10,596,2579,0.231097325,Law Enforcement
Activist,0.10,887,3578,0.247903857,Construction
Community Worker,0.10,984,4335,0.226989619,Sales & Marketing
Federal Contractor,0.10,756,2784,0.271551724,Hospitality
Government Contractor,0.10,722,2689,0.268501302,Communication & PR
Assistant Athletic Director,0.10,935,3701,0.252634423,Data & IT
Assistant Basketball Coach,0.10,946,3606,0.262340544,Administrative & Clerical
Assistant Coach,0.10,945,3613,0.261555494,Leadership & Strategy
Assistant Football Coach,0.10,933,3585,0.260251046,Medical & Healthcare
Assistant Soccer Coach,0.10,933,3562,0.261931499,Supply Chain & Logistics
Diver,0.10,240,839,0.286054827,Law Enforcement
Gym,0.10,343,1235,0.277732794,Construction
Licensed Massage Therapist,0.10,348,1266,0.274881517,Sales & Marketing
Massage Therapist,0.10,357,1459,0.244688143,Hospitality
Performer,0.10,874,3842,0.227485685,Communication & PR
Public Address Announcer,0.10,1082,4469,0.242112329,Data & IT
Radio,0.10,961,4258,0.225692814,Administrative & Clerical
Speaker,0.10,1128,4578,0.246395806,Leadership & Strategy
Central Office Technician,0.10,615,2578,0.238557021,Medical & Healthcare
Physician Liaison,0.10,536,2357,0.227407722,Supply Chain & Logistics
Primary Care Physician,0.10,450,1872,0.240384615,Law Enforcement
Psychiatrist,0.10,499,2304,0.216579861,Construction
Psychologist,0.10,520,2350,0.221276596,Sales & Marketing
Psychotherapist,0.10,531,2391,0.222082811,Hospitality
Rheumatologist,0.10,392,1663,0.235718581,Communication & PR
Speech Language Pathology Assistant,0.10,799,3313,0.241171144,Data & IT
Speech Pathologist,0.10,803,3327,0.241358581,Administrative & Clerical
Speech Pathology Assistant,0.10,794,3300,0.240606061,Leadership & Strategy
Crematory Operator,0.10,169,618,0.273462783,Medical & Healthcare
Deckhand,0.10,199,635,0.313385827,Supply Chain & Logistics
Heavy Construction,0.10,217,701,0.309557775,Law Enforcement
Independent Adjuster,0.10,528,1963,0.268976057,Construction
Laborer,0.10,201,615,0.326829268,Sales & Marketing
Landscape Laborer,0.10,224,706,0.317280453,Hospitality
Laundry Aide,0.10,240,790,0.303797468,Communication & PR
Loader Operator,0.10,206,717,0.287308229,Data & IT
Locksmith,0.10,246,844,0.291469194,Administrative & Clerical
Logger,0.10,188,626,0.300319489,Leadership & Strategy
Lumberjack,0.10,191,607,0.314662273,Medical & Healthcare
Mason,0.10,233,826,0.282082324,Supply Chain & Logistics
Master Electrician,0.10,250,959,0.260688217,Law Enforcement
Master Plumber,0.10,239,901,0.265260821,Construction
Mechanic Helper,0.10,247,908,0.272026432,Sales & Marketing
Merchant Marine,0.10,212,638,0.332288401,Hospitality
Miner,0.10,207,653,0.316998469,Communication & PR
Mover Helper,0.10,246,752,0.32712766,Data & IT
Plumber Helper,0.10,185,855,0.216374269,Administrative & Clerical
Rigger,0.10,176,867,0.202998847,Leadership & Strategy
Spotter,0.10,241,910,0.264835165,Medical & Healthcare
Tankerman,0.10,225,951,0.23659306,Supply Chain & Logistics
Teamster,0.10,322,1482,0.217273954,Law Enforcement
Zamboni Driver,0.10,172,778,0.221079692,Construction
Associate Pastor,0.10,679,2966,0.228927849,Sales & Marketing
Camp Counselor,0.10,947,3687,0.256848386,Hospitality
Coach,0.10,946,3620,0.261325967,Communication & PR
Mentor,0.10,823,3619,0.227410887,Data & IT
Travel Consultant,0.10,1072,4402,0.24352567,Administrative & Clerical
Wedding Coordinator,0.10,1006,4282,0.234936945,Leadership & Strategy
Client Associate,0.10,1170,4634,0.252481657,Medical & Healthcare
Client Service Associate,0.10,1172,4636,0.252804142,Supply Chain & Logistics
Customer Service Associate,0.10,1165,4624,0.251946367,Law Enforcement
Customer Service Operator,0.10,1148,4585,0.250381679,Construction
Customer Service Receptionist,0.10,1150,4582,0.250982104,Sales & Marketing
Customer Service Specialist,0.10,1156,4590,0.251851852,Hospitality
Pbx Operator,0.10,741,3424,0.216413551,Communication & PR
Phone Operator,0.10,729,3435,0.212227074,Data & IT
Service Representative,0.10,752,3392,0.221698113,Administrative & Clerical
Telephone Operator,0.10,724,3324,0.217809868,Leadership & Strategy
Ambassador,0.10,782,3079,0.253978564,Medical & Healthcare
